card,city,date,event,fightRound,fighterOne,fighterOneUrl,fighterTwo,fighterTwoUrl,method,notes,result,roundTime,weightclass,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 28, 2014",Bellator 110,3,Ryan Quinn,/wiki/Ryan_Quinn,Andrew Calandrelli,/wiki/Andrew_Calandrelli,"Unanimous decision (30-27, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 28, 2014",Bellator 110,1,Manny Lara,N/A,Josh Diekmann,/wiki/Josh_Diekmann,No Contest,,vs.,00:18,Heavyweight,,,,,,,,,,,,,
,"Uncasville, Connecticut","February 28, 2014",Bellator 110,1,Marvin Maldonado,/wiki/Marvin_Maldonado,Rico Disciullo,/wiki/Rico_Disciullo,No Contest,,vs.,01:53,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,2,Eduardo Dantas,/wiki/Eduardo_Dantas,Anthony Leone,/wiki/Anthony_Leone,Submission (rear naked choke),,def.,04:00,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,1,Lavar Johnson,/wiki/Lavar_Johnson,Ryan Martinez,/wiki/Ryan_Martinez,TKO (punches),,def.,04:22,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,3,Mighty Mo,/wiki/Mighty_Mo_(kickboxer),Peter Graham,/wiki/Peter_Graham_(fighter),Submission (cobra choke),,def.,02:31,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,1,Alexander Volkov,/wiki/Alexander_Volkov_(fighter),Mark Holata,/wiki/Mark_Holata,TKO (punches),,def.,01:21,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,3,Blagoy Ivanov,/wiki/Blagoy_Ivanov,Rich Hale,/wiki/Rich_Hale,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,2,Cortez Coleman,/wiki/Cortez_Coleman,Daniel Miller,N/A,Submission (verbal submission to punches),,def.,04:49,Middleweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,3,Javy Ayala,/wiki/Javy_Ayala,Eric Prindle,/wiki/Eric_Prindle,TKO (doctor stoppage),,def.,02:05,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,1,Abdul Razak Alhassan,/wiki/Abdul_Razak_Alhassan,Matt Jones,/wiki/Matt_Jones_(mixed_martial_artist),TKO (punches),,def.,01:23,Catchweight (190åÊlbs),,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,1,Brent Primus,/wiki/Brent_Primus,Chris Jones,N/A,TKO (punches),,def.,01:45,Lightweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,1,Chris Gutierrez,N/A,Justin McNally,N/A,TKO (punches),,def.,02:50,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","March 7, 2014",Bellator 111,1,Stephen Banaszak,/wiki/Stephen_Banaszak,Treston Thomison,/wiki/Treston_Thomison,Submission (armlock),,def.,04:56,Featherweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,5,Pat Curran,/wiki/Pat_Curran_(fighter),Daniel Mason-Straus,/wiki/Daniel_Mason-Straus,Submission (rear-naked choke),,def.,04:46,Featherweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,1,Andrey Koreshkov,/wiki/Andrey_Koreshkov,Nah-Shon Burrell,/wiki/Nah-Shon_Burrell,TKO (knee and punches),,def.,00:41,Welterweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,1,Sam Oropeza,/wiki/Sam_Oropeza,Cristiano Souza,/wiki/Cristiano_Souza,TKO (punches),,def.,03:07,Welterweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,3,Adam McDonough,/wiki/Adam_McDonough,Jesse Juarez,/wiki/Jesse_Juarez,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,3,Nathan Coy,/wiki/Nathan_Coy,Paul Bradley,/wiki/Paul_Bradley_(fighter),"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,3,Belal Muhammad,/wiki/Belal_Muhammad_(fighter),AJ Matthews,/wiki/AJ_Matthews,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,1,Darrion Caldwell,/wiki/Darrion_Caldwell,Lance Surma,N/A,Submission (guillotine choke),,def.,00:50,Featherweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,3,Derek Loffer,N/A,Bobby Reardanz,N/A,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,3,Anthony Gomez,/wiki/Anthony_Gomez,Jason Guida,/wiki/Jason_Guida,"Unanimous decision (30-26, 30-27, 30-27)",,def.,05:00,Catchweight (215åÊlbs),,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,2,Daniel James,N/A,Erick Correa,N/A,Submission (punches),,def.,04:30,Heavyweight,,,,,,,,,,,,,
,"Hammond, Indiana","March 14, 2014",Bellator 112,2,Diego Marlon,N/A,Lloyd Carter,N/A,Submission (triangle choke),,def.,03:10,Bantamweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,5,Emanuel Newton,/wiki/Emanuel_Newton,Attila VÌ©gh,/wiki/Attila_V%C3%A9gh,"Split decision (48-47, 47-48, 49-46)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,2,Patricky Freire,/wiki/Patricky_Freire,David Rickels,/wiki/David_Rickels,KO (punches),,def.,00:54,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,1,Marcin Held,/wiki/Marcin_Held,Rodrigo Cavalheiro,N/A,Submission (toe hold),,def.,01:56,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,3,Derek Campos,/wiki/Derek_Campos,Tim Welch,N/A,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,2,Derek Anderson,N/A,Brandon Girtz,/wiki/Brandon_Girtz,KO (knee),,def.,00:23,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,3,Israel Giron,N/A,Cody Carrillo,/wiki/Cody_Carrillo,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,3,Eric Wisely,/wiki/Eric_Wisely,Donnie Bell,N/A,"Split decision (30-27, 28-29, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,1,Daniel Gallemore,/wiki/Daniel_Gallemore,Fredrick Brown,N/A,TKO (punches),,def.,03:34,Heavyweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,3,Bobby Cooper,N/A,MÌÁrcio Navarro,/wiki/M%C3%A1rcio_Navarro,"Unanimous decision (30-27, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Mulvane, Kansas","March 21, 2014",Bellator 113,1,LC Davis,/wiki/LC_Davis,Tory Bogguess,N/A,Submission (guillotine choke),,def.,04:58,Bantamweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,2,Alexander Shlemenko,/wiki/Alexander_Shlemenko,Brennan Ward,/wiki/Brennan_Ward,Submission (guillotine choke),,def.,01:22,Middleweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,3,Daniel Weichel,/wiki/Daniel_Weichel,Matt Bessette,/wiki/Matt_Bessette,"Unanimous decision (29-28, 29-28, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,3,Desmond Green,/wiki/Desmond_Green,Will Martinez,/wiki/Will_Martinez,"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,2,Brett Cooper,/wiki/Brett_Cooper_(fighter),Kendall Grove,/wiki/Kendall_Grove,KO (punches),,def.,03:33,Middleweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,3,Justin Wilcox,/wiki/Justin_Wilcox,Jason Fischer,/wiki/Jason_Fischer_(fighter),"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,3,Bubba Jenkins,/wiki/Bubba_Jenkins,Sean Powers,N/A,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,,,N/A,,N/A,,,,,,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,2,Linton Vassell,/wiki/Linton_Vassell,Trevor Carlson,N/A,Submission (rear naked choke),,def.,01:54,Light Heavyweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,1,Gavin Sterritt,N/A,Mike Estus,N/A,Submission (guillotine choke),,def.,03:29,Welterweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,2,Joe Rodriguez,N/A,Eric Wahlin,N/A,Submission (arm triangle choke),,def.,02:06,Middleweight,,,,,,,,,,,,,
,"West Valley City, Utah","March 28, 2014",Bellator 114,3,Rad Martinez,/wiki/Rad_Martinez,Edson Berto,N/A,Unanimous decision,,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,5,Vitaly Minakov,/wiki/Vitaly_Minakov,Cheick Kongo,/wiki/Cheick_Kongo,"Unanimous decision (48-46, 48-46, 48-46)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,3,Herman Terrado,/wiki/Herman_Terrado,Justin Baesman,/wiki/Justin_Baesman,"Majority Draw (29-28, 28-28, 28-28)",,vs.,05:00,Welterweight,,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,2,Kelly Anundson,/wiki/Kelly_Anundson,Volkan Oezdemir,/wiki/Volkan_Oezdemir,Submission (cross-face crank),,def.,03:19,Light Heavyweight,,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,3,Mikkel Parlo,/wiki/Mikkel_Parlo,Johnny Cisneros,/wiki/Johnny_Cisneros,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Catchweight (193.5åÊlbs),,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,3,Rudy Morales,N/A,Jimmy Jones,N/A,"Split decision (29-28, 28-29, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,3,Rick Reeves,N/A,James Terry,N/A,"Split decision (29-28, 28-29, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,3,Freddie Aquitania,N/A,Josh Appelt,/wiki/Josh_Appelt,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Heavyweight,,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,1,Sinjen Smith,N/A,Jason Powell,N/A,Submission (armbar),,def.,01:52,Lightweight,,,,,,,,,,,,,
,"Reno, Nevada","April 4, 2014",Bellator 115,3,Benito Lopez,N/A,Oscar Ramirez,N/A,"Unanimous decision (30-27, 30-27, 29-28)",,def.,05:00,Flyweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,1,Blagoy Ivanov,/wiki/Blagoy_Ivanov,Lavar Johnson,/wiki/Lavar_Johnson,Submission (americana),,def.,04:08,Heavyweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,3,Joey Beltran,/wiki/Joey_Beltran,Vladimir Matyushenko,/wiki/Vladimir_Matyushenko,Submission (north-south choke),,def.,03:06,Light Heavyweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,2,Adam McDonough,/wiki/Adam_McDonough,Nathan Coy,/wiki/Nathan_Coy,KO (punches),,def.,00:30,Welterweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,1,Alexander Volkov,/wiki/Alexander_Volkov_(fighter),Mighty Mo,/wiki/Mighty_Mo_(kickboxer),KO (head kick),,def.,02:44,Heavyweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,3,Brandon Halsey,/wiki/Brandon_Halsey,Joe Pacheco,/wiki/Joe_Pacheco,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,2,Karo Parisyan,/wiki/Karo_Parisyan,Ron Keslar,/wiki/Ron_Keslar,KO (punches),,def.,04:05,Welterweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,3,Rob Emerson,/wiki/Rob_Emerson,Joe Taimanglo,/wiki/Joe_Taimanglo,"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,1,Ricky Rainey,/wiki/Ricky_Rainey,Andy Murad,/wiki/Andy_Murad,TKO (head kick and punches),,def.,01:11,Catchweight (180åÊlbs),,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,1,Philipe Lins,/wiki/Philipe_Lins,Travis Clark,N/A,Submission (rear naked choke),,def.,00:40,Light Heavyweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,3,Rodney Wallace,/wiki/Rodney_Wallace_(fighter),Carlos Eduardo,/wiki/Carlos_Eduardo_(fighter),"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,3,Dave Vitkay,/wiki/Dave_Vitkay,Keith Berry,/wiki/Keith_Berry_(fighter),"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,1,Poppies Martinez,/wiki/Poppies_Martinez,Josh Smith,N/A,Submission (guillotine choke),,def.,03:50,Featherweight,,,,,,,,,,,,,
,"Temecula, California","April 11, 2014",Bellator 116,2,Brandon Bender,/wiki/Brandon_Bender,Mario Navarro,N/A,Submission (rear-naked choke),,def.,04:15,Featherweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,2,Douglas Lima,/wiki/Douglas_Lima,Rick Hawn,/wiki/Rick_Hawn,TKO (corner stoppage),,def.,03:19,Welterweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,2,Marcin Held,/wiki/Marcin_Held,Derek Anderson,N/A,Submission (triangle choke),,def.,03:07,Lightweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,3,Karl Amoussou,/wiki/Karl_Amoussou,David Gomez,N/A,"Split decision (28-29, 29-28, 29-28)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,2,Patricky Freire,/wiki/Patricky_Freire,Derek Campos,/wiki/Derek_Campos,TKO (punches),,def.,00:52,Lightweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,3,Martin Brown,/wiki/Martin_Brown_(mixed_martial_artist),Jared Downing,/wiki/Jared_Downing,"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,3,LaRue Burley,/wiki/LaRue_Burley,Cliff Wright,/wiki/Cliff_Wright_(fighter),"Unanimous decision (29-27, 29-28, 29-27)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,1,Joe Vedepo,/wiki/Joe_Vedepo,Ben Crowder,N/A,TKO (leg injury),,def.,00:48,Middleweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,2,Anthony Smith,/wiki/Anthony_Smith_(fighter),Victor Moreno,N/A,Submission (triangle choke),,def.,00:59,Middleweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,2,Julio Cesar Neves,/wiki/Julio_Cesar_Neves,Josh Arocho,N/A,TKO (elbows),,def.,02:37,Catchweight (150åÊlbs),,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,2,Jordan Parsons,/wiki/Jordan_Parsons,Tim Bazer,N/A,KO (punches),,def.,00:04,Lightweight,,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,1,Ryan Jensen,/wiki/Ryan_Jensen_(fighter),Mark Stoddard,N/A,Submission (arm-triangle choke),,def.,03:52,Catchweight (175åÊlbs),,,,,,,,,,,,,
,"Council Bluffs, Iowa","April 18, 2014",Bellator 117,2,Houston Alexander,/wiki/Houston_Alexander,Matt Uhde,N/A,TKO (doctor stoppage),,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,5,Joe Warren,/wiki/Joe_Warren_(fighter),Rafael Silva,/wiki/Rafael_Silva_(fighter),"Unanimous decision (48-47, 48-47, 48-47)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,1,Andrey Koreshkov,/wiki/Andrey_Koreshkov,Justin Baesman,/wiki/Justin_Baesman,KO (flying knee),,def.,01:41,Welterweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,3,Marcos Galvao,/wiki/Marcos_Galvao,Thomas Vasquez,N/A,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Bantamweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,1,Liam McGeary,/wiki/Liam_McGeary,Mike Mucitelli,/wiki/Mike_Mucitelli,KO (punch),,def.,00:22,Light Heavyweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,3,Dante Rivera,/wiki/Dante_Rivera,Gemiyale Adkins,N/A,"Majority decision (29-29, 30-27, 30-27)",,def.,05:00,Catchweight (172åÊlbs),,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,3,Jesus Martinez,/wiki/Jesus_Martinez_(fighter),Ryan Caltaldi,N/A,"Unanimous decision (30-26, 30-26, 30-26)",,def.,05:00,Catchweight (187åÊlbs),,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,3,Tim Woods,N/A,Eugene Fadiora,N/A,"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Middleweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,1,Darrion Caldwell,/wiki/Darrion_Caldwell,Joe Pingitore,N/A,Submission (rear-naked choke),,def.,01:32,Featherweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,1,Lester Caslow,/wiki/Lester_Caslow,Jay Haas,/wiki/Jay_Haas_(mixed_martial_artist),Submission (guillotine choke),,def.,02:29,Featherweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,3,Sidney Outlaw,N/A,Mike Bannon,N/A,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Atlantic City, New Jersey","May 2, 2014",Bellator 118,3,Kevin Roddy,/wiki/Kevin_Roddy,Amran Aliyev,N/A,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,2,Daniel Weichel,/wiki/Daniel_Weichel,Desmond Green,/wiki/Desmond_Green,Submission (rear-naked choke),,def.,02:07,Featherweight,,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,3,John Alessio,/wiki/John_Alessio,Eric Wisely,/wiki/Eric_Wisely,"Unanimous decision (30-27, 30-27, 30-27)",,def.,05:00,Catchweight (160åÊlbs),,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,3,Marius Zaromskis,/wiki/Marius_Zaromskis,Vaughn Anderson,N/A,"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Welterweight,,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,3,Raphael Butler,/wiki/Raphael_Butler,Nick Rossborough,/wiki/Nick_Rossborough,"Majority Draw (28-27, 28-28, 28-28)",,vs.,05:00,Heavyweight,,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,2,Brian Rogers,/wiki/Brian_Rogers_(fighter),Adrian Miles,N/A,KO (flying knee),,def.,01:29,Middleweight,,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,3,Jason Meisel,N/A,Remy Bussieres,N/A,"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Catchweight (159åÊlbs),,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,3,Malcolm Gordon,N/A,Chris Kelades,/wiki/Chris_Kelades,"Unanimous decision (29-28, 30-27, 29-28)",,def.,05:00,Catchweight (130åÊlbs),,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,1,Behrang Yousefi,N/A,Chad Freeman,N/A,Submission (triangle choke),,def.,02:47,Lightweight,,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,1,Stuart Austin,/wiki/Stuart_Austin,Craig Hudson,N/A,Submission (rear-naked choke),,def.,04:56,Heavyweight,,,,,,,,,,,,,
,"Rama, Ontario","May 9, 2014",Bellator 119,3,Marlon Sandro,/wiki/Marlon_Sandro,Chris Horodecki,/wiki/Chris_Horodecki,"Unanimous decision (29-28, 30-27, 30-27)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,3,Quinton Jackson,/wiki/Quinton_Jackson,Muhammed Lawal,/wiki/Muhammed_Lawal,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,5,Will Brooks,/wiki/Will_Brooks,Michael Chandler,/wiki/Michael_Chandler,"Split decision (47-48, 48-47, 48-46)",,def.,05:00,Lightweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,1,Tito Ortiz,/wiki/Tito_Ortiz,Alexander Shlemenko,/wiki/Alexander_Shlemenko,Technical submission (arm-triangle choke),,def.,02:27,Light Heavyweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,2,Alexander Volkov,/wiki/Alexander_Volkov_(fighter),Blagoy Ivanov,/wiki/Blagoy_Ivanov,Submission (rear-naked choke),,def.,01:08,Heavyweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,1,Michael Page,/wiki/Michael_Page_(fighter),Ricky Rainey,/wiki/Ricky_Rainey,TKO (punch),,def.,04:29,Welterweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,2,Cheick Kongo,/wiki/Cheick_Kongo,Eric Smith,N/A,TKO (knees & punches),,def.,04:35,Heavyweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,1,Marcin Held,/wiki/Marcin_Held,Nate Jolly,N/A,Submission (armbar),,def.,04:20,Catchweight (158Â lbs),,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,1,Fabricio Guerreiro,/wiki/Fabricio_Guerreiro,Shahbulat Shamhalaev,/wiki/Shahbulat_Shamhalaev,Submission (kimura),,def.,03:29,Lightweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,3,Goiti Yamauchi,/wiki/Goiti_Yamauchi,Mike Richman,/wiki/Mike_Richman,"Unanimous decision (29-28, 29-28, 29-28)",,def.,05:00,Featherweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,3,Austin Lyons,N/A,Zach Underwood,/wiki/Zach_Underwood,"Technical decision (30-27, 29-28, 30-27)",,def.,03:25,Catchweight (153Â lbs),,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,1,Mike Wessel,/wiki/Mike_Wessel,Justin Frazier,N/A,TKO (punches),,def.,04:28,Heavyweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,2,Ben Brewer,N/A,Andy Uhrich,/wiki/Andy_Uhrich,KO (punches),,def.,02:40,Welterweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,2,Codie Shuffield,N/A,Anthony Lemon,N/A,Submission (rear-naked choke),,def.,02:15,Welterweight,,,,,,,,,,,,,
,"Southaven, Mississippi","May 17, 2014",Bellator 120,3,Brian Hall,N/A,Cortez Phelia,N/A,TKO (punches),,def.,00:24,Bantamweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 6, 2014",Bellator 121: Lins vs Heidlage,1,Philipe Lins,/wiki/Philipe_Lins,James Austen Heidlage,N/A,Submission (rear-naked choke),,def.,02:45,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 6, 2014",Bellator 121: Lins vs Heidlage,1,James Thompson,/wiki/James_Thompson_(fighter),Eric Prindle,/wiki/Eric_Prindle,TKO (punches),,def.,01:55,Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 6, 2014",Bellator 121: Lins vs Heidlage,1,Rameau Thierry Sokoudjou,/wiki/Rameau_Thierry_Sokoudjou,Terry Davinney,N/A,Submission (rear-naked choke),,def.,04:16,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 6, 2014",Bellator 121: Lins vs Heidlage,3,Egidijus Valavicius,/wiki/Egidijus_Valavicius,Carlos Eduardo,/wiki/Carlos_Eduardo_(fighter),"Split decision (29-28, 28-29, 29-28)",,def.,05:00,Light Heavyweight,,,,,,,,,,,,,
,"Thackerville, Oklahoma","June 6, 2014",Bellator 121: Lins vs Heidlage,3,Joe Vedepo,/wiki/Joe_Vedepo,Cortez Coleman,/wiki/Cortez_Coleman,"Majority decision (28-28, 29-27, 29-27)",,def.,05:00,Middleweight,,,,,,,,,,,,,
